25.Q2.5			
			
Event/Message Name	Enum	Logical Value	Literal Value
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextReleaseCommand	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1UeContextReleaseComplete	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1UeContextReleaseComplete	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1UeContextReleaseComplete	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1UeContextReleaseComplete	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextReleaseComplete	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1UeContextReleaseRequest	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1UeContextReleaseRequest	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1UeContextReleaseRequest	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1UeContextReleaseRequest	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextReleaseRequest	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1UeContextSetupFailure	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1UeContextSetupFailure	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1UeContextSetupFailure	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1UeContextSetupFailure	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextSetupFailure	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1UeContextSetupRequest	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1UeContextSetupRequest	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1UeContextSetupRequest	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1UeContextSetupRequest	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextSetupRequest	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1UeContextSetupResponse	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1UeContextSetupResponse	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1UeContextSetupResponse	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1UeContextSetupResponse	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1UeContextSetupResponse	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1WriteReplaceWarningRequest	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1WriteReplaceWarningRequest	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1WriteReplaceWarningRequest	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1WriteReplaceWarningRequest	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1WriteReplaceWarningRequest	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpF1WriteReplaceWarningResponse	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpF1WriteReplaceWarningResponse	MsgDirection	MSG_DIRECTION_SEND	1
CuCpF1WriteReplaceWarningResponse	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpF1WriteReplaceWarningResponse	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpF1WriteReplaceWarningResponse	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpNgAmfConfigurationUpdate	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpNgAmfConfigurationUpdate	MsgDirection	MSG_DIRECTION_SEND	1
CuCpNgAmfConfigurationUpdate	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpNgAmfConfigurationUpdate	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_E1AP_38_463	20
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NGAP_38_413_SESSION_TRACKING_INFO_EXTENSION	21
CuCpNgAmfConfigurationUpdate	ProtocolName	PROTOCOL_NAME_NO_LICENSE	255
CuCpNgAmfConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_NO_VALUE	0
CuCpNgAmfConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_SEND	1
CuCpNgAmfConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_RECEIVE	2
CuCpNgAmfConfigurationUpdateAcknowledge	MsgDirection	MSG_DIRECTION_NO_LICENSE	255
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_NO_VALUE	0
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_BCH_MESSAGE	1
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_BCCH_DL_SCH_MESSAGE	2
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_CCCH_MESSAGE	3
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_DL_DCCH_MESSAGE	4
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_PCCH_MESSAGE	5
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_CCCH_MESSAGE	6
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_36_331_UL_DCCH_MESSAGE	7
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_BCH_MESSAGE	8
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_BCCH_DL_SCH_MESSAGE	9
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_CCCH_MESSAGE	10
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_DL_DCCH_MESSAGE	11
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_PCCH_MESSAGE	12
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_CCCH_MESSAGE	13
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_RRC_38_331_UL_DCCH_MESSAGE	14
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_S1AP_36_413	15
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_X2AP_36_423	16
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_NGAP_38_413	17
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_XNAP_38_423	18
CuCpNgAmfConfigurationUpdateAcknowledge	ProtocolName	PROTOCOL_NAME_F1AP_38_473	19
